"","Dworshak2009","Dworshak2010","LF_Cottonwood2010","Little Sheep2009","Unassigned","Oxbow2009","Oxbow2010","Pahsimeroi2009","Pahsimeroi2010","Sawtooth2009","Sawtooth2010","Wallowa2009","Wallowa2010"
"1",0.0584534731524824,0.0147579693034239,0.0285714285714286,0.0285714285714286,0.0481135433186939,0.244897959183673,0.0298240381747689,0.105446623142385,0.0588919479984099,0.0571428571428571,0.157900780891135,0.0942504365358198,0.0731775140134939
"2",0.102293578016844,0.0442739079102716,0.0285714285714286,0.0571428571428571,0.0517236611819314,0.195918367346939,0.0149120190873844,0.06025521322422,0.132506882996422,0.0428571428571429,0.071773082223243,0.109958842625123,0.0878130168161927
"3",0.0438401048643618,0.0147579693034239,0.0571428571428571,0.0142857142857143,0.0489205477657019,0.179591836734694,0.0149120190873844,0.0903828198363299,0.206121817994435,0.0285714285714286,0.10048231511254,0.157084060893033,0.0439065084080964
"4",0.0584534731524824,0,0.0142857142857143,0.0142857142857143,0.12753342605915,0.114285714285714,0.0149120190873844,0.135574229754495,0.206121817994435,0.0428571428571429,0.071773082223243,0.14137565480373,0.0585420112107952
"5",0.146133682881206,0.0295159386068477,0.0571428571428571,0.0428571428571429,0.06018336208492,0.114285714285714,0,0.105446623142385,0.147229869996025,0.0428571428571429,0.10048231511254,0.109958842625123,0.0439065084080964
"6",0.0438401048643618,0.0295159386068477,0.0428571428571429,0.0142857142857143,0.0933689953695787,0.228571428571429,0,0.105446623142385,0.17667584399523,0.0571428571428571,0.10048231511254,0.0785420304465165,0.0292710056053976
"7",0.073066841440603,0.0147579693034239,0.0428571428571429,0.0285714285714286,0.0217984667319182,0.244897959183673,0.0149120190873844,0.075319016530275,0.191398830994832,0.0285714285714286,0.143546164446486,0.0471252182679099,0.0731775140134939
"8",0.114830360752549,0.028991655203558,0.0280639222370441,0.0420958833555662,0,0.0962191619555799,0.0146471410422986,0.133166062441206,0.187999066825504,0.0280639222370441,0.0986974757130773,0.169723202478876,0.0575021457576973
"9",0.0584534731524824,0.0295159386068477,0.0142857142857143,0.0142857142857143,0.073123546505666,0.244897959183673,0,0.12051042644844,0.132506882996422,0.0285714285714286,0.143546164446486,0.125667248714426,0.0146355028026988
"10",0.0584534731524824,0.0147579693034239,0.0285714285714286,0.0714285714285714,0.0288129457844412,0.163265306122449,0,0.03012760661211,0.206121817994435,0.0571428571428571,0.143546164446486,0.109958842625123,0.0878130168161927
