"","Unassigned","OtsRAPH08","OtsCLWH08","OtsDWOR08","OtsLOOK08","OtsPOWP08","OtsRAPH09","OtsCTHW08","OtsMCCA08","OtsSAWT08","OtsGRUW08","OtsNPFH08","OtsTUCW08","OtsDWOR09","OtsIMNW08","OtsSAWT09","OtsJHNW08","OtsIMNW09","OtsCTHW09","OtsMCCA09","OtsJHNW09","OtsPAHH08","OtsPOWP09","OtsLSTW08","OtsLSTW09","OtsPAHH09"
"1",0.192021914076624,0.174216027874564,0.0947619333248989,0.166661447974861,0.0219692649982674,0.0625025517674865,0.0177141919332696,0.00689655172413793,0.0817485716707894,0.07564081956828,0.00295566502463054,0.00301783237148309,0.00518537723619393,0.00793573640657952,0.0317877531720701,0.00494638856751103,0.00103707544723879,0.00910743125913273,0.00101027653289258,0.00919431260254213,0.00103707544723879,0.00601172587131199,0.00297515227201222,0.0156417497069779,0.00200799281540171,0.0020151803536037
"2",0.154917785241907,0.221274380231487,0.073591714177847,0.144439921578213,0.0329538974974011,0.0564539177254717,0.0208402258038466,0.00985221674876847,0.0878040214241812,0.0736502716849042,0.00492610837438424,0.00402377649531079,0.00103707544723879,0.0109116375590468,0.0447015278982236,0.00395711085400883,0.00311122634171636,0.0111313048722733,0.00202055306578517,0.0183886252050843,0,0.00601172587131199,0.00148757613600611,0.0125133997655823,0,0
"3",0.177433144292366,0.210260723296888,0.0846808765882075,0.145449990959879,0.019972059089334,0.0725836085041778,0.00937810161173096,0.012807881773399,0.0807393300452241,0.0776313674516558,0.00394088669950739,0.0020118882476554,0.00103707544723879,0.00892770345740196,0.0387413241784604,0.00791422170801765,0.00103707544723879,0.0131551784854139,0.00101027653289258,0.0112374931808848,0.00207415089447757,0.003005862935656,0.00148757613600611,0.0114706164517838,0.00100399640770085,0.00100759017680185
"4",0.186559341217098,0.214265689454924,0.0897214049565532,0.141409713433216,0.0219692649982674,0.0554458120518025,0.0187562032234619,0.00886699507389163,0.0827578132963547,0.0816124632184074,0.00394088669950739,0.00301783237148309,0,0.00694376935575708,0.0407280587517148,0.00395711085400883,0,0.00505968403285152,0.00202055306578517,0.0132806737592275,0.00103707544723879,0.00200390862377066,0,0.0156417497069779,0.00100399640770085,0
"5",0.182753103018894,0.206255757138852,0.0806484538935309,0.146460060341545,0.0269622797706009,0.0544377063781334,0.0208402258038466,0.012807881773399,0.0827578132963547,0.0875841068685348,0.00295566502463054,0.0020118882476554,0.00311122634171636,0.0109116375590468,0.036754589605206,0.00593566628101324,0.00103707544723879,0.00708355764599212,0,0.0143022640483989,0.00207415089447757,0.00400781724754133,0,0.00729948319658968,0,0.00100759017680185
"6",0.166935212373647,0.222275621770996,0.073591714177847,0.157570823539869,0.0279608827250676,0.0685511858095013,0.00937810161173096,0.00689655172413793,0.0726653970407017,0.0796219153350316,0.00394088669950739,0.00402377649531079,0,0.0099196705082244,0.0317877531720701,0.00296783314050662,0,0.0111313048722733,0.00202055306578517,0.0183886252050843,0,0.00500977155942666,0.00148757613600611,0.0208556662759705,0.00100399640770085,0.0020151803536037
"7",0.174819765246465,0.221274380231487,0.0786322425461927,0.160601031684866,0.0319552945429344,0.0493971780097877,0.0177141919332696,0.00985221674876847,0.08376705492192,0.0836030111017832,0.000985221674876847,0,0,0.0099196705082244,0.0347678550319517,0.00494638856751103,0,0.00809549445256243,0,0.0102159028917135,0,0.00701368018319733,0,0.0104278331379853,0.00100399640770085,0.00100759017680185
"8",0.186464490174484,0.195242100204253,0.0866970879355458,0.158580892921535,0.0249650738616675,0.0625025517674865,0.0135461467725003,0.0137931034482759,0.08376705492192,0.0816124632184074,0.00197044334975369,0.0010059441238277,0.00103707544723879,0.00892770345740196,0.0258275494523069,0.00890349942151986,0.00103707544723879,0.00708355764599212,0.00101027653289258,0.0143022640483989,0.00311122634171636,0.003005862935656,0,0.0145989663931794,0,0.00100759017680185
"9",0.188112161624473,0.221274380231487,0.0826646652408692,0.148480199104877,0.0289594856795343,0.0534296007044642,0.0197982145136543,0.00492610837438424,0.0817485716707894,0.0766360935099679,0.00689655172413793,0.00402377649531079,0.00103707544723879,0.00793573640657952,0.0298010185988157,0.00593566628101324,0.00103707544723879,0.00505968403285152,0.00202055306578517,0.0122590834700562,0.00103707544723879,0.00400781724754133,0.00148757613600611,0.0104278331379853,0.00100399640770085,0
"10",0.183589611054718,0.227281829468541,0.0725836085041778,0.14039964405155,0.0229678679527341,0.0604863404201482,0.0145881580626926,0.0108374384236453,0.0857855381730506,0.0826077371600953,0.00295566502463054,0.0010059441238277,0.00103707544723879,0.00595180230493464,0.041721426038342,0.00494638856751103,0,0.00809549445256243,0.00101027653289258,0.0163454446267416,0.00103707544723879,0.00500977155942666,0.00148757613600611,0.00625669988279116,0.00100399640770085,0.00100759017680185
"11",0.19485447255203,0.217269414073451,0.0776241368725235,0.158580892921535,0.0179748531804006,0.0453647553151112,0.0187562032234619,0.00788177339901478,0.0666099472873099,0.085593558985159,0.00492610837438424,0.00603566474296619,0,0.0099196705082244,0.0337744877453245,0.00890349942151986,0,0.00809549445256243,0.00505138266446292,0.00715113202419943,0.00103707544723879,0.00500977155942666,0.00297515227201222,0.0145989663931794,0.00100399640770085,0.00100759017680185
"12",0.188736007536952,0.207256998678361,0.0897214049565532,0.14039964405155,0.0179748531804006,0.073591714177847,0.0104201129019233,0.00591133004926108,0.0726653970407017,0.0915652026352863,0.00295566502463054,0.00301783237148309,0.00103707544723879,0.0049598352541122,0.0327811204586973,0.00296783314050662,0,0.00809549445256243,0.00202055306578517,0.0173670349159129,0.00103707544723879,0.00701368018319733,0.00297515227201222,0.0125133997655823,0.00200799281540171,0.00100759017680185
"13",0.177500145156195,0.220273138691978,0.0877051936092149,0.160601031684866,0.0159776472714672,0.0675430801358322,0.0114621241921156,0.00788177339901478,0.0807393300452241,0.0716597238015284,0.00394088669950739,0.0020118882476554,0,0.00694376935575708,0.0496683643313595,0.00197855542700441,0.00103707544723879,0.00910743125913273,0.00202055306578517,0.00919431260254213,0.00103707544723879,0.00400781724754133,0.00148757613600611,0.00521391656899263,0,0.00100759017680185
"14",0.164297313063602,0.217269414073451,0.0856889822618766,0.148480199104877,0.0209706620438007,0.0705673971568396,0.0145881580626926,0.00492610837438424,0.0888132630497465,0.0736502716849042,0.000985221674876847,0.0020118882476554,0.00518537723619393,0.00694376935575708,0.0437081606115964,0.00395711085400883,0.00207415089447757,0.00708355764599212,0.00101027653289258,0.0112374931808848,0.00207415089447757,0.00601172587131199,0.00297515227201222,0.0114706164517838,0.00301198922310256,0.00100759017680185
"15",0.169927200156661,0.214265689454924,0.0756079255251853,0.170701725501525,0.0229678679527341,0.0796403482198618,0.0197982145136543,0.00394088669950739,0.0686284305384405,0.0736502716849042,0.00788177339901478,0.0020118882476554,0.00103707544723879,0.0049598352541122,0.0437081606115964,0.00494638856751103,0.00103707544723879,0.00404774722628121,0.00202055306578517,0.0102159028917135,0.00103707544723879,0.00500977155942666,0.00148757613600611,0.0114706164517838,0,0
"16",0.172313851442589,0.196243341743762,0.0695592914831704,0.130298950234892,0.0239664709072008,0.0675430801358322,0.0270922935450006,0.0108374384236453,0.106979612309922,0.0975368462854137,0.00197044334975369,0.0020118882476554,0.00311122634171636,0.0109116375590468,0.0307943858854429,0.00494638856751103,0.00103707544723879,0.0121432416788436,0.00101027653289258,0.0183886252050843,0.00103707544723879,0.003005862935656,0,0.00625669988279116,0.00100399640770085,0
"17",0.17795236715318,0.243301694100685,0.0816565595672001,0.129288880853226,0.0229678679527341,0.0594782347464791,0.0114621241921156,0.00591133004926108,0.0817485716707894,0.0845982850434711,0.00295566502463054,0.0020118882476554,0.00103707544723879,0.00595180230493464,0.0258275494523069,0.00692494399451544,0.00103707544723879,0.00809549445256243,0.00101027653289258,0.0163454446267416,0.00103707544723879,0.00500977155942666,0.00148757613600611,0.021898449589769,0.00100399640770085,0
"18",0.166545144329345,0.239296727942649,0.0635106574411556,0.146460060341545,0.0219692649982674,0.0645187631148248,0.0187562032234619,0.0118226600985222,0.0807393300452241,0.0796219153350316,0.00492610837438424,0.0020118882476554,0.00207415089447757,0.0049598352541122,0.0387413241784604,0.00395711085400883,0,0.00505968403285152,0,0.0163454446267416,0.00103707544723879,0.00400781724754133,0.00595030454402444,0.0166845330207764,0.00100399640770085,0
